matchNo,Date,Time,Team1,Team2,Score1,Score2,Note,﻿Date,Date.2,Match No.,Home_team,Away_team,Stadium,City,Round,Home_team_score,Away_team_score,Remark,Referee_name,Assistant Referee 1,Assistant Referee 2,Fourth official,Attendance,Assistant_referee_1_name,Assistant_referee_2_name,Fourth_official_name,﻿matchNo,season_label,season_start_year,season_end_year,stage,source_file
,,7:40:00 PM,,,,,,Wed ,22/12/2010,107,Najran,Al-Ittihad,AlAkhdoud Club Stadium,Najran,16,2,2,,Abdulrahman Al-Amri,,,,1729,Nassir Al-Mudhaffr,Moaid Al-Sayeg,Mohammed Al-Harthi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,7:40:00 PM,,,,,,Wed ,22/12/2010,110,Al-Nassr,Al-Taawoun,Prince Faisal bin Fahad Stadium,Riyadh,16,2,2,,Fahad Al-Oraini,,,,3690,Fahad Al-Amri,Majed Al-Nasser,Abdulrahman Al-Sultan,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,7:40:00 PM,,,,,,Thu ,23/12/2010,108,Al-Fateh,Al-Ahli,Prince Abdullah Bin Jalawi Sport City Stadium,Al-Ahsa,16,0,2,,Metref Al-Qahtani,,,,2860,Abdelraheem Al-Shamari,Mohammed Al-Abkari,Mohammed Al-Hoaish,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,7:40:00 PM,,,,,,Thu ,23/12/2010,109,Al-Faisaly,Al-Hilal,King Salman Bin Abdul Aziz Sport City Stadium,Al-Mjmaah,16,2,3,,Khalil Al-Ghamdi,,,,5022,Abdullah Asiri,Yahya Al-Meteq,Bader Al-Anazi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,7:40:00 PM,,,,,,Thu ,23/12/2010,111,Al-Ettifaq,Al-Shabab,Prince Mohamed bin Fahd Stadium,Dammam,16,1,0,,Saad Al-Kathiri,,,,3240,Khaled Al-Degairi,Ziad Al-Mansor,Abdulrahman Al-Ahmri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,7:40:00 PM,,,,,,Thu ,23/12/2010,112,Al-Qadsiah,Al-Hazem,Prince Saud Bin Jalawi Sport City Stadium,Al-Khobar,16,1,0,,Sami Al-Nemri,,,,100,Abdulaziz Al-Kathiri,Abdulaziz Al-Asmari,Hussin Al-Setri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Sun ,06/02/2011,45,Al-Ittihad,Al-Hilal,Prince Abdullah Al-Faisal Stadium,Jeddah,7,0,0,Delayed for this day,Jerome Efong Nzolo,,,,14425,GERARD Michaël,Gregory Crotteux,Abdulrahman Al-Amri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Sun ,06/02/2011,53,Al-Shabab,Al-Hazem,Prince Faisal bin Fahad Stadium,Riyadh,8,1,0,Delayed for this day,Abdulaziz Al-Funaitel,,,,66,Ibrahim Al-Debasi,Fahad Al-Amri,Khaled Al-Teris,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Fri ,11/02/2011,114,Al-Raed,Al-Fateh,King Abdullah Sport City Stadium,Buraidah,17,1,2,,Saad Al-Kathiri,,,,5501,Khaled Al-Degairi,Majed Al-Nasser,Turki Al-Khudair,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Fri ,11/02/2011,115,Al-Ahli,Najran,Prince Abdullah Al-Faisal Stadium,Jeddah,17,2,1,,Fahad Al-Oraini,,,,6540,Fahad Al-Amri,Mohammed Al-Abkari,Abdulrahman Al-Kabi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Fri ,11/02/2011,116,Al-Faisaly,Al-Ettifaq,King Salman Bin Abdul Aziz Sport City Stadium,Al-Mjmaah,17,1,0,,Metref Al-Qahtani,,,,617,Saleh Al-Shehri,Abdelraheem Al-Shamari,Abdulaziz Al-Funaitel,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Sat ,12/02/2011,113,Al-Hilal,Al-Wehda,Prince Faisal bin Fahad Stadium,Riyadh,17,2,1,,Sami Al-Nemri,,,,5119,Moaid Al-Sayeg,Fahad Al-Amri,Mohammed Al-Qarni,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Sat ,12/02/2011,117,Al-Shabab,Al-Nassr,King Fahad International Stadium,Riyadh,17,2,0,,Fahad Al-Mirdasi,,,,9366,Abdulaziz Al-Kathiri,Khaled Al-Degairi,Yahya Al-Qarni,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Sat ,12/02/2011,118,Al-Taawoun,Al-Qadsiah,King Abdullah Sport City Stadium,Buraidah,17,1,1,,Meree Al-Awagi,,,,2610,Abdullah Al-Shlwi,Hmood Al-Shamari,Mishari Al-Mishari,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Sat ,12/02/2011,119,Al-Hazem,Al-Ittihad,Alhazm Club Stadium,Al-Ras,17,0,3,,Abdulrahman Al-Amri,,,,633,Abdulaziz Al-Asmari,Abdullah Asiri,Mohammed Al-Owais,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:15:00 PM,,,,,,Mon ,21/02/2011,57,Al-Shabab,Al-Hilal,Prince Faisal bin Fahad Stadium,Riyadh,9,0,2,Delayed for this day,Istvan Vad,,,,7997,Vinsel Toth,ALBERT Istvan,Saad Al-Kathiri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:20:00 PM,,,,,,Thu ,24/02/2011,120,Al-Nassr,Al-Faisaly,Prince Faisal bin Fahad Stadium,Riyadh,18,3,2,,Abdulrahman Al-Amri,,,,3290,Fahad Al-Amri,Hmood Al-Shamari,Bader Al-Anazi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:20:00 PM,,,,,,Thu ,24/02/2011,121,Al-Wehda,Al-Hazem,King Abdul Aziz Sport City Stadium,Makkah,18,8,1,,Abdelrahman Al-Qahtani,,,,233,Saleh Al-Mutairi,Yahya Al-Meteq,Abdelrahman Al-Malki,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:20:00 PM,,,,,,Thu ,24/02/2011,122,Al-Ittihad,Al-Ahli,Prince Abdullah Al-Faisal Stadium,Jeddah,18,2,0,,SIEJEWICZ Hubert,,,,15758,BORKOWSKI Marcin,SIEJKA Radoslaw,Mishari Al-Mishari,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:20:00 PM,,,,,,Fri ,25/02/2011,123,Al-Fateh,Al-Hilal,Prince Abdullah Bin Jalawi Sport City Stadium,Al-Ahsa,18,1,2,,Fahad Al-Oraini,,,,9281,Abdelraheem Al-Shamari,Mohammed Al-Abkari,Abdulrahman Al-Ahmri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:20:00 PM,,,,,,Fri ,25/02/2011,124,Najran,Al-Ettifaq,AlAkhdoud Club Stadium,Najran,18,2,4,,Sami Al-Nemri,,,,1460,Mohammed Khmash,Abdullah Al-Ahmari,Amer Al-Shehri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:20:00 PM,,,,,,Fri ,25/02/2011,125,Al-Raed,Al-Taawoun,King Abdullah Sport City Stadium,Buraidah,18,0,0,,Khalil Al-Ghamdi,,,,14909,Abdulaziz Al-Kathiri,Nassir Al-Mudhaffr,Saleh Al-Hathlool,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:20:00 PM,,,,,,Fri ,25/02/2011,126,Al-Qadsiah,Al-Shabab,Prince Saud Bin Jalawi Sport City Stadium,Al-Khobar,18,1,1,,Meree Al-Awagi,,,,266,Ibrahim Al-Debasi,Waleed Al-boaimi,Mansor Al-Shamari,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:25:00 PM,,,,,,Thu ,03/03/2011,129,Al-Hazem,Al-Faisaly,Alhazm Club Stadium,Al-Ras,19,0,3,,Abdulrahman Al-Ahmri,,,,93,Abdulwahab Al-Zahrani,Khaled Aqel,Saleh Al-Hathlool,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:25:00 PM,,,,,,Fri ,04/03/2011,131,Al-Ettifaq,Al-Wehda,Prince Mohamed bin Fahd Stadium,Dammam,19,3,0,,Abdulrahman Al-Amri,,,,1587,Fahad Al-Amri,Ziad Al-Mansor,Hussin Al-Setri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:25:00 PM,,,,,,Fri ,04/03/2011,132,Najran,Al-Taawoun,AlAkhdoud Club Stadium,Najran,19,0,3,,Technical Committee accept the protest of Najran club against Al-Taawoun and Najran will be winner 3 - 0 but Appeal Committee accept the appeal of Al-Taawoun and Al-Taawoun will be winner 3 - 0,,,,683,<a class='fontbluea' href='referee.php?id=54'>Fahad Al-Mirdasi</a>,,,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:25:00 PM,,,,,,Sun ,06/03/2011,127,Al-Nassr,Al-Qadsiah,King Fahad International Stadium,Riyadh,19,0,0,,Sami Al-Nemri,,,,2679,Abdulaziz Al-Kathiri,Abdulaziz Al-Asmari,Meree Al-Awagi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:25:00 PM,,,,,,Sun ,06/03/2011,128,Al-Ahli,Al-Hilal,Prince Abdullah Al-Faisal Stadium,Jeddah,19,1,1,,DRACHTA Oliver,,,,15715,SCHWAB Norbert,BRANDNER Roland,Abdulrahman Al-Amri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:25:00 PM,,,,,,Sun ,06/03/2011,130,Al-Shabab,Al-Fateh,Prince Faisal bin Fahad Stadium,Riyadh,19,0,0,,Khalil Al-Ghamdi,,,,103,Abdullah Al-Shlwi,Saleh Al-Mutairi,Saad Al-Kathiri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:25:00 PM,,,,,,Mon ,07/03/2011,133,Al-Ittihad,Al-Raed,Prince Abdullah Al-Faisal Stadium,Jeddah,19,3,0,,Metref Al-Qahtani,,,,4398,Nassir Al-Mudhaffr,Mohammed Al-Abkari,Abdelrahman Al-Malki,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:30:00 PM,,,,,,Thu ,17/03/2011,136,Al-Raed,Al-Hazem,King Abdullah Sport City Stadium,Buraidah,20,2,0,,Hussin Al-Setri,,,,4949,Bader Al-Shamrani,Majed Al-Nasser,Mohammed Al-Owais,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:30:00 PM,,,,,,Thu ,17/03/2011,139,Al-Fateh,Al-Ettifaq,Prince Abdullah Bin Jalawi Sport City Stadium,Al-Ahsa,20,1,0,,Metref Al-Qahtani,,,,914,Moaid Al-Sayeg,Mohammed Khmash,Shukri Al-Hanfosh,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:30:00 PM,,,,,,Fri ,18/03/2011,138,Al-Taawoun,Al-Ahli,King Abdullah Sport City Stadium,Buraidah,20,2,1,,Abdulrahman Al-Amri,,,,3956,Abdullah Al-Shlwi,Abdullah Al-Ahmari,Saleh Al-Aqeel,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:30:00 PM,,,,,,Fri ,18/03/2011,140,Al-Faisaly,Al-Qadsiah,King Salman Bin Abdul Aziz Sport City Stadium,Al-Mjmaah,20,2,1,,Saad Al-Kathiri,,,,532,Ibrahim Al-Debasi,Waleed Al-boaimi,Yahya Al-Qarni,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:30:00 PM,,,,,,Sun ,20/03/2011,134,Al-Shabab,Najran,Prince Faisal bin Fahad Stadium,Riyadh,20,0,1,,Sami Al-Nemri,,,,46,Nassir Al-Mudhaffr,Abdulaziz Al-Asmari,Khaled Al-Teris,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:30:00 PM,,,,,,Sun ,20/03/2011,135,Al-Wehda,Al-Nassr,King Abdul Aziz Sport City Stadium,Makkah,20,1,3,,Khalil Al-Ghamdi,,,,2921,Khaled Al-Degairi,Hisham Al-Refai,Abdelrahman Al-Malki,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:30:00 PM,,,,,,Sun ,20/03/2011,137,Al-Hilal,Al-Ittihad,King Fahad International Stadium,Riyadh,20,0,0,,HAENNI Nikolaj,,,,19212,Charles Alexandre Helbling,Johannes Vogel,Abdulaziz Al-Funaitel,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Fri ,01/04/2011,141,Al-Nassr,Al-Raed,Prince Faisal bin Fahad Stadium,Riyadh,21,1,0,,Abdulrahman Al-Amri,,,,3136,Nassir Al-Mudhaffr,Fahad Al-Amri,Saad Al-Kathiri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Fri ,01/04/2011,142,Al-Ettifaq,Al-Hilal,Prince Mohamed bin Fahd Stadium,Dammam,21,2,3,,EISNER Rene,,,,21174,STRASSER Klaus,TRUNNER Christian,Hussin Al-Setri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Fri ,01/04/2011,143,Al-Ittihad,Al-Taawoun,Prince Abdullah Al-Faisal Stadium,Jeddah,21,0,1,,Khalil Al-Ghamdi,,,,4037,Abdulaziz Al-Asmari,Saleh Al-Mutairi,Abdelrahman Al-Malki,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Fri ,01/04/2011,145,Al-Hazem,Al-Shabab,Alhazm Club Stadium,Al-Ras,21,0,4,,Mansor Al-Shamari,,,,82,Meshal Al-Thiban,Mohammed Al-Zahrani,Mohammed Al-Owais,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Sat ,02/04/2011,144,Al-Qadsiah,Al-Ahli,Prince Mohamed bin Fahd Stadium,Dammam,21,1,3,,Meree Al-Awagi,,,,1432,Moaid Al-Sayeg,Mohammed Al-Abkari,Abdulrahman Al-Ahmri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Sat ,02/04/2011,146,Najran,Al-Faisaly,AlAkhdoud Club Stadium,Najran,21,0,1,,Metref Al-Qahtani,,,,709,Hmood Al-Shamari,Yahya Al-Meteq,Abdulrahman Al-Shehri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Sat ,02/04/2011,147,Al-Fateh,Al-Wehda,Prince Abdullah Bin Jalawi Sport City Stadium,Al-Ahsa,21,2,1,,Abdelrahman Al-Qahtani,,,,895,Abdulaziz Al-Kathiri,Abdullah Asiri,Mohammed Al-Hoaish,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Thu ,07/04/2011,149,Al-Ettifaq,Al-Raed,Prince Mohamed bin Fahd Stadium,Dammam,22,2,2,,Abbas Ibrahim,,,,628,Yahya Al-Meteq,Ziad Al-Mansor,Mansor Al-Shamari,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Thu ,07/04/2011,153,Al-Qadsiah,Najran,Prince Saud Bin Jalawi Sport City Stadium,Al-Khobar,22,2,3,,Abdulrahman Al-Amri,,,,209,Nassir Al-Mudhaffr,Majed Al-Nasser,Abdulrahman Al-Ahmri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Fri ,08/04/2011,150,Al-Taawoun,Al-Hazem,King Abdullah Sport City Stadium,Buraidah,22,2,0,,Yahya Hazzazi,,,,8144,Abdulwahab Al-Zahrani,Saleh Al-Mutairi,Mohammed Al-Owais,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Fri ,08/04/2011,154,Al-Faisaly,Al-Fateh,King Salman Bin Abdul Aziz Sport City Stadium,Al-Mjmaah,22,1,2,,Mohammed Al-Nuhait,,,,809,Bader Al-Shamrani,Fahad Al-Amri,Metref Al-Qahtani,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Sun ,10/04/2011,148,Al-Hilal,Al-Shabab,King Fahad International Stadium,Riyadh,22,2,1,,MOEN Svein Oddvar,,,,13203,ANDAS Frank,HAGLUND Kim,Khaled Al-Teris,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Sun ,10/04/2011,152,Al-Ahli,Al-Nassr,Prince Abdullah Al-Faisal Stadium,Jeddah,22,0,0,,Saad Al-Kathiri,,,,16167,Ibrahim Al-Debasi,Moaid Al-Sayeg,Khalil Al-Ghamdi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:35:00 PM,,,,,,Sun ,10/04/2011,151,Al-Wehda,Al-Ittihad,King Abdul Aziz Sport City Stadium,Makkah,22,1,2,,Meree Al-Awagi,,,,3036,Abdulaziz Al-Kathiri,Abdulaziz Al-Asmari,Sami Al-Nemri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Thu ,21/04/2011,155,Al-Taawoun,Al-Faisaly,King Abdullah Sport City Stadium,Buraidah,23,4,1,,Sami Al-Nemri,,,,5201,Abdullah Al-Shlwi,Abdelraheem Al-Shamari,Turki Al-Khudair,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Thu ,21/04/2011,156,Al-Hazem,Al-Ettifaq,Alhazm Club Stadium,Al-Ras,23,1,4,,Abdulaziz Al-Funaitel,,,,6,Saleh Al-Mutairi,Abdulaziz Al-Slom,Mohammed Al-Owais,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Fri ,22/04/2011,157,Al-Raed,Al-Qadsiah,King Abdullah Sport City Stadium,Buraidah,23,1,4,,Fahad Al-Oraini,,,,9100,Nassir Al-Mudhaffr,Moaid Al-Sayeg,Mohammed Al-Nuhait,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Fri ,22/04/2011,158,Najran,Al-Wehda,AlAkhdoud Club Stadium,Najran,23,1,5,,Metref Al-Qahtani,,,,1655,Bader Al-Shamrani,Yahya Al-Meteq,Amer Al-Shehri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Sun ,24/04/2011,159,Al-Nassr,Al-Hilal,King Fahad International Stadium,Riyadh,23,0,1,,GIL Pawel,,,,10654,BORKOWSKI Marcin,Pawel Wysocki,Abdulaziz Al-Funaitel,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Sun ,24/04/2011,161,Al-Ittihad,Al-Fateh,Prince Abdullah Al-Faisal Stadium,Jeddah,23,2,0,,Saleh Al-Hathlool,,,,648,Khaled Al-Degairi,Saleh Al-Shehri,Abdelrahman Al-Malki,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Mon ,25/04/2011,160,Al-Shabab,Al-Ahli,Prince Faisal bin Fahad Stadium,Riyadh,23,2,1,,Abdulrahman Al-Amri,,,,595,Ibrahim Al-Debasi,Abdulaziz Al-Kathiri,Yahya Al-Qarni,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Fri ,29/04/2011,165,Al-Hilal,Al-Raed,Prince Faisal bin Fahad Stadium,Riyadh,24,2,1,,Abdulrahman Al-Ahmri,,,,5528,Abdulaziz Al-Kathiri,Mohammed Al-Abkari,Bader Al-Anazi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Fri ,29/04/2011,167,Al-Ettifaq,Al-Nassr,Prince Mohamed bin Fahd Stadium,Dammam,24,3,0,,Vasilios Pamporidis,,,,8315,Bozatzidis Dimitrios,Vasileiadis Leonidas,Mansor Al-Shamari,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Fri ,29/04/2011,168,Al-Ittihad,Al-Qadsiah,Prince Abdullah Al-Faisal Stadium,Jeddah,24,2,2,,Khalil Al-Ghamdi,,,,889,Bader Al-Shamrani,Fahad Al-Amri,Abdelrahman Al-Malki,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Fri ,29/04/2011,166,Al-Wehda,Al-Shabab,King Abdul Aziz Sport City Stadium,Makkah,24,1,2,,Meree Al-Awagi,,,,563,Abdulaziz Al-Asmari,Waleed Al-boaimi,Abdulrahman Al-Amri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Sat ,30/04/2011,163,Al-Fateh,Al-Taawoun,Prince Abdullah Bin Jalawi Sport City Stadium,Al-Ahsa,24,1,3,,Abbas Ibrahim,,,,133,Abdullah Al-Shlwi,Majed Al-Nasser,Qasem Mohammed,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Sat ,30/04/2011,164,Al-Hazem,Najran,Alhazm Club Stadium,Al-Ras,24,0,3,,Abdulaziz Al-Funaitel,,,,24,Mohammed Khmash,Ahmed Manai,Saleh Al-Hathlool,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:40:00 PM,,,,,,Sat ,30/04/2011,162,Al-Ahli,Al-Faisaly,Prince Abdullah Al-Faisal Stadium,Jeddah,24,3,0,,Fahad Al-Oraini,,,,1158,Moaid Al-Sayeg,Khaled Al-Degairi,Abdulrahman Al-Kabi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:45:00 PM,,,,,,Thu ,05/05/2011,100,Al-Wehda,Al-Qadsiah,King Abdul Aziz Sport City Stadium,Makkah,15,0,0,Delayed to this day,Zsolt Szabo,,,,302,Zsolt Szpisjak,Szolt Varga,Abdulrahman Al-Kabi,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:50:00 PM,,,,,,Sun ,15/05/2011,169,Al-Shabab,Al-Ittihad,King Fahad International Stadium,Riyadh,25,1,1,,Abdulrahman Al-Amri,,,,1118,Ibrahim Al-Debasi,Abdulaziz Al-Asmari,Abdullah Al-Awedan,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:50:00 PM,,,,,,Sun ,15/05/2011,170,Al-Nassr,Al-Hazem,Prince Faisal bin Fahad Stadium,Riyadh,25,2,1,,Hussin Al-Setri,,,,1603,Abdullah Asiri,Ziad Al-Mansor,Khaled Al-Teris,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:50:00 PM,,,,,,Sun ,15/05/2011,171,Najran,Al-Fateh,AlAkhdoud Club Stadium,Najran,25,2,1,,Khalil Al-Ghamdi,,,,1160,Moaid Al-Sayeg,Ahmed Manai,Abdelrahman Al-Qahtani,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:50:00 PM,,,,,,Sun ,15/05/2011,172,Al-Taawoun,Al-Ettifaq,King Abdullah Sport City Stadium,Buraidah,25,0,1,,Sami Al-Nemri,,,,8802,Nassir Al-Mudhaffr,Mohammed Khmash,Mohammed Al-Nuhait,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:50:00 PM,,,,,,Sun ,15/05/2011,173,Al-Ahli,Al-Wehda,Prince Abdullah Al-Faisal Stadium,Jeddah,25,3,2,,Abbas Ibrahim,,,,2143,Fahad Al-Amri,Waleed Al-boaimi,Abdelrahman Al-Malki,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:50:00 PM,,,,,,Sun ,15/05/2011,174,Al-Qadsiah,Al-Hilal,Prince Saud Bin Jalawi Sport City Stadium,Al-Khobar,25,0,2,,Meree Al-Awagi,,,,4496,Bader Al-Shamrani,Khaled Al-Degairi,Abdulrahman Al-Ahmri,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:50:00 PM,,,,,,Sun ,15/05/2011,175,Al-Faisaly,Al-Raed,King Salman Bin Abdul Aziz Sport City Stadium,Al-Mjmaah,25,1,3,,Metref Al-Qahtani,,,,833,Abdullah Al-Shlwi,Abdelraheem Al-Shamari,Abdulrahman Al-Sultan,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:55:00 PM,,,,,,Fri ,20/05/2011,177,Al-Wehda,Al-Taawoun,King Abdul Aziz Sport City Stadium,Makkah,26,0,0,,Disciplinary Committee has decided to discount three points from teams because of the deliberate delay to start of the match,,,,632,<a class='fontbluea' href='referee.php?id=70'>Fahad Al-Oraini</a>,,,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:55:00 PM,,,,,,Fri ,20/05/2011,178,Al-Ettifaq,Al-Qadsiah,Prince Mohamed bin Fahd Stadium,Dammam,26,1,0,,Khalil Al-Ghamdi,,,,1464,Fahad Al-Amri,Abdulaziz Al-Slom,Mansor Al-Shamari,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:55:00 PM,,,,,,Fri ,20/05/2011,179,Al-Raed,Al-Ahli,King Abdullah Sport City Stadium,Buraidah,26,2,3,,Abdulaziz Al-Funaitel,,,,6763,Abdullah Al-Shlwi,Majed Al-Nasser,Turki Al-Khudair,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:55:00 PM,,,,,,Fri ,20/05/2011,181,Al-Fateh,Al-Hazem,Prince Abdullah Bin Jalawi Sport City Stadium,Al-Ahsa,26,3,0,,Mohammed Al-Nuhait,,,,50,Abdullah Ma'afa,Mohammed Al-Khudairi,Mohammed Al-Hoaish,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:55:00 PM,,,,,,Fri ,20/05/2011,176,Al-Hilal,Najran,Prince Faisal bin Fahad Stadium,Riyadh,26,2,1,,Sami Al-Nemri,,,,8620,Abdelraheem Al-Shamari,Mohammed Al-Abkari,Abdullah Al-Awedan,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:55:00 PM,,,,,,Fri ,20/05/2011,180,Al-Ittihad,Al-Nassr,Prince Abdullah Al-Faisal Stadium,Jeddah,26,5,2,,Meree Al-Awagi,,,,5471,Abdulaziz Al-Asmari,Moaid Al-Sayeg,Abdelrahman Al-Malki,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
,,8:55:00 PM,,,,,,Fri ,20/05/2011,182,Al-Faisaly,Al-Shabab,King Salman Bin Abdul Aziz Sport City Stadium,Al-Mjmaah,26,0,1,,Abbas Ibrahim,,,,920,Abdulaziz Al-Kathiri,Meshal Al-Thiban,Yahya Al-Qarni,,2010-2011,2010,2011,SS,SPL-2010-2011-SS.csv
1,09.09.2011,20:30,Al-Ittihad FC,Al-Taawon,5,3,,,,,,,,,1,,,,,,,,,,,,,2011-2012,2011,2012,FS,SPL-2011-2012-FS.csv
2,09.09.2011,20:30,Al-Fateh,Najran,2,2,,,,,,,,,1,,,,,,,,,,,,,2011-2012,2011,2012,FS,SPL-2011-2012-FS.csv
3,09.09.2011,20:30,Al Qadisiya,Al-Ettifaq,0,1,,,,,,,,,1,,,,,,,,,,,,,2011-2012,2011,2012,FS,SPL-2011-2012-FS.csv
4,10.09.2011,20:30,Hajer,Al-Hilal,1,2,,,,,,,,,1,,,,,,,,,,,,,2011-2012,2011,2012,FS,SPL-2011-2012-FS.csv
